,rid,用户名称,话题名称,微博内容,发布时间,微博转发量,微博评论量,微博点赞,评论内容,评论时间,话题讨论数,话题阅读数,Unnamed: 12,正面,负面,置信度,立场,情感倾向
162,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,但是，他们国家是，强奸乱伦导致的怀孕也不允许堕胎，胎儿有缺陷有疾病也不允许堕胎。,2022-07-02,16.3万讨论,9.2亿阅读,,0.159207,0.840793,0.646208,0,消极
163,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,那被强煎的呢？她们怎么办？生了孩子在掐死，还是看见这个孩子就回忆起可怕的经历,2022-07-01,16.3万讨论,9.2亿阅读,,0.00845038,0.99155,0.981221,0,消极
164,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,我不理解美丽国的更改法律,2022-07-01,16.3万讨论,9.2亿阅读,,0.0375723,0.962428,0.916506,0,消极
165,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,不是男人的亲骨肉嘛….你说这种话之前真的需要好好思考一下,2022-07-01,16.3万讨论,9.2亿阅读,,0.124456,0.875544,0.723431,0,消极
166,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,计划生育呢？,2022-07-01,16.3万讨论,9.2亿阅读,,0.117193,0.882807,0.73957,0,消极
167,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,计划生育最严的生下来都给摔死了，也没乱。,2022-07-01,16.3万讨论,9.2亿阅读,,0.35225,0.64775,0.217222,0,消极
168,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,还有都生下来了被闷死的,2022-07-01,16.3万讨论,9.2亿阅读,,0.0131376,0.986862,0.970806,0,消极
169,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,我记得是不允许因为胎儿性别打胎，在我国法律里，只要未离开母体，都不算自然人，没有自然人的权利,2022-07-01,16.3万讨论,9.2亿阅读,,0.00566406,0.994336,0.987413,0,消极
170,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,我记得28周不是不让打胎，是不允许因为胎儿性别打胎，你这在哪看的解释啊,2022-07-01,16.3万讨论,9.2亿阅读,,0.00182306,0.998177,0.995949,0,消极
171,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,谁有子宫，谁才有发言权。,2022-07-01,16.3万讨论,9.2亿阅读,,0.0146028,0.985397,0.967549,0,消极
172,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,就是男人决定了一切，你能怎么办,2022-07-01,16.3万讨论,9.2亿阅读,,0.822806,0.177194,0.606236,2,"('积极',)"
173,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,强奸属于特殊情况，特殊情况特殊处理！,2022-07-01,16.3万讨论,9.2亿阅读,,0.0686588,0.931341,0.847425,0,消极
174,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,万一是被强奸的咋办？？？难道未成年少女你也让她生吗？遇到不负责任的爸爸怎么办？？毁了她一辈子你觉得合理吗？,2022-07-01,16.3万讨论,9.2亿阅读,,7.85807e-05,0.999921,0.999825,0,消极
175,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,自己要怀孕怪谁？,2022-07-01,16.3万讨论,9.2亿阅读,,0.162043,0.837957,0.639904,0,消极
176,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,哦，你好惨，死了算了,2022-07-01,16.3万讨论,9.2亿阅读,,0.109085,0.890915,0.757589,0,消极
177,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,不一定吧，我想说虽然美国妇女输了，但是美国赢了，有利于美国的长治久安啊。我也知道很多人会喷我,2022-06-30,16.3万讨论,9.2亿阅读,,0.132488,0.867512,0.705582,0,消极
178,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,台湾网友，你好,2022-06-30,16.3万讨论,9.2亿阅读,,0.900779,0.0992212,0.779508,2,"('积极',)"
179,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,"每日一问，', '你为什么不装个子宫",2022-06-30,16.3万讨论,9.2亿阅读,,0.00777683,0.992223,0.982718,0,消极
180,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,啊，那我坚决反对这种规定，而且不是加州还是那种比较开放的州吗，为什么也这样,2022-06-30,16.3万讨论,9.2亿阅读,,0.00105014,0.99895,0.997666,0,消极
181,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,加州只要是受精卵不不允许人流,2022-06-30,16.3万讨论,9.2亿阅读,,0.460039,0.539961,0.200783,1,消极
182,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,我家养的狗没你会舔,2022-06-30,16.3万讨论,9.2亿阅读,,0.00158805,0.998412,0.996471,0,消极
183,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,话题“龙Tory”这就是你们的性别天赋？,2022-06-30,16.3万讨论,9.2亿阅读,,0.251878,0.748122,0.440272,0,消极
184,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,外网透露的下一步，最高法院将会对“禁止避孕”进行投票商议。也就是说如果后面真的禁止避孕的话，不管是否意外是否被强是否畸形，怀上就得生,2022-06-30,16.3万讨论,9.2亿阅读,,0.0114898,0.98851,0.974467,0,消极
185,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,笑死了，事实上正因为有了堕胎法，才提高了女性的生殖健康跟有效避孕。,2022-06-30,16.3万讨论,9.2亿阅读,,0.126698,0.873302,0.71845,0,消极
186,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,"美国之前就有死胎但是心跳没停所以不被允许堕胎，拖了几天孕妇感染致死的', ' 他们国真的不管特殊情况 包括强奸受孕也不允许堕胎', '老极端了 跟我们根本不一样的",2022-06-30,16.3万讨论,9.2亿阅读,,0.0278972,0.972103,0.938006,0,消极
187,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,求求了，美国人⛽️，一定要维护堕胎权，要不下一秒我就怕有些黄人也这样搞,2022-06-30,16.3万讨论,9.2亿阅读,,0.0136836,0.986316,0.969592,0,消极
188,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,你妈如果都不想要你 你想被生下来吗,2022-06-30,16.3万讨论,9.2亿阅读,,0.000125004,0.999875,0.999722,0,消极
189,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,一看就是男的能说出的P话,2022-06-30,16.3万讨论,9.2亿阅读,,0.210041,0.789959,0.533241,0,消极
190,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,基本上没啥区别？几周十几周的细胞有思维？一个得不到爱的孩子生下来了才是悲剧的开始！,2022-06-30,16.3万讨论,9.2亿阅读,,0.188046,0.811954,0.58212,0,消极
191,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,"啊', '中国有这条法律吗",2022-06-30,16.3万讨论,9.2亿阅读,,0.00326685,0.996733,0.99274,0,消极
192,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,咱这个长相不往上贴应该是没人找你吧,2022-06-30,16.3万讨论,9.2亿阅读,,0.000840859,0.999159,0.998131,0,消极
193,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,有些怀孕就不是对的 或者说生下来也是受罪 为什么还要生呢？ 生了把女的都毁了 还是要生吗？,2022-06-30,16.3万讨论,9.2亿阅读,,0.000431345,0.999569,0.999041,0,消极
194,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,我看到的数据并不是这样，而且做决定的议员们全体男性,2022-06-29,16.3万讨论,9.2亿阅读,,0.00269736,0.997303,0.994006,0,消极
195,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,独立自主呼吸都做不到，那就不是个生命，就是个胚胎，更不可能让他凌驾母亲之上。,2022-06-29,16.3万讨论,9.2亿阅读,,0.0093363,0.990664,0.979253,0,消极
196,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,胎儿和婴儿基本上没什么区别，都有了思维，有了心跳,2022-06-29,16.3万讨论,9.2亿阅读,,0.971583,0.0284175,0.93685,2,"('积极',)"
197,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,"胚胎和婴儿是两个概念好吗？', '受精卵要过八天才能在子宫内着床，并且八成的受精卵都会被女性排出体外。你要是把受精卵也看成胎儿，那只要是来过例假的女人都是杀人犯咯？如果胚胎算人，那流产后咋不给它办个葬礼啊？？",2022-06-29,16.3万讨论,9.2亿阅读,,0.00408414,0.995916,0.990924,0,消极
198,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,胎儿，胎儿，胎儿不是婴儿你明白吗？,2022-06-29,16.3万讨论,9.2亿阅读,,0.0152294,0.984771,0.966157,0,消极
199,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,那你被搞的时候怎么不做好安全措施,2022-06-29,16.3万讨论,9.2亿阅读,,0.00359526,0.996405,0.992011,0,消极
200,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,但是很多时候女性怀孕都是意外啊，甚至是被迫的。,2022-06-29,16.3万讨论,9.2亿阅读,,0.535711,0.464289,0.285784,1,"('积极',)"
201,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,我查了一下  确实可以提出诉讼离婚，需要出具各项证明，例如过错方的忏悔书，家暴证据等等，怎么说呢，感觉要求还蛮高的哎……如果过错方不愿意出忏悔书什么的呢……,2022-06-29,16.3万讨论,9.2亿阅读,,0.0427698,0.95723,0.904956,0,消极
202,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,可以，我的自个我说了算，谢谢,2022-06-29,16.3万讨论,9.2亿阅读,,0.991984,0.00801573,0.982187,2,"('积极',)"
203,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489, 不要用中国人的思维去理解美国人，我们是世俗国家而美国是一个宗教国家。之前我没有了解美国之前，也觉得各种不可思议比如说德州极端天气停电冻死很多人，电价涨了270多倍，当地市长发推特要求市民别老想着接受施舍，只有强者才配活在。后来仔细搞起美国社会体制就会发现这很正常,2022-06-29,16.3万讨论,9.2亿阅读,,0.0279794,0.972021,0.937823,0,消极
204,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,那出国堕胎也是可以的吧？,2022-06-29,16.3万讨论,9.2亿阅读,,0.975348,0.0246521,0.945217,2,"('积极',)"
205,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,联合国、首相、总统 等抗议了一下,2022-06-29,16.3万讨论,9.2亿阅读,,0.144982,0.855018,0.677818,0,消极
206,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,既然不能堕胎，那有的女性就有可能会戴避孕环或主动绝育，哪里有压迫哪里就有反抗。,2022-06-28,16.3万讨论,9.2亿阅读,,0.045871,0.954129,0.898064,0,消极
207,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,科技公司都提供出国报账单,2022-06-28,16.3万讨论,9.2亿阅读,,0.964595,0.0354054,0.921321,2,"('积极',)"
208,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,美國公職人員產生分兩種，一種是民選產生例如總統，一種由總統直接委派稱為政治任命官。所以就會出現這樣的事情，是政治任命官做的決定，不是民選官。,2022-06-28,16.3万讨论,9.2亿阅读,,0.0983805,0.90162,0.781377,0,消极
209,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,少放屁，决定权在女性自己身上，用不着你操心。,2022-06-28,16.3万讨论,9.2亿阅读,,0.00199696,0.998003,0.995562,0,消极
210,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,你以为堕胎权失去了男性就会更加小心吗？男性是不会变的，受到威胁的只是女性本身，女性会更加小心翼翼，笑死了,2022-06-28,16.3万讨论,9.2亿阅读,,0.000395631,0.999604,0.999121,0,消极
211,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,哈哈哈哈哈站着说话不腰疼,2022-06-28,16.3万讨论,9.2亿阅读,,0.79709,0.202909,0.54909,2,"('积极',)"
212,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,"回复 ', 那就tm别怀不就行了，你不想怀孕没人会逼你，避孕不准备好就别怪这怪那的怨天尤人",2022-06-28,16.3万讨论,9.2亿阅读,,0.00017895,0.999821,0.999602,0,消极
213,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,从某种程度上，你的分析可谓是，胡说八道。,2022-06-28,16.3万讨论,9.2亿阅读,,0.102009,0.897991,0.773313,0,消极
214,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,这个世界上美国人觉得上帝是神，上帝不允许堕胎呀，,2022-06-28,16.3万讨论,9.2亿阅读,,0.428042,0.571958,0.0487962,0,消极
215,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,哎呀，我也觉得我买彩票可以中奖呢！,2022-06-28,16.3万讨论,9.2亿阅读,,0.907828,0.0921723,0.795173,2,"('积极',)"
216,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,《中国香港》,2022-06-28,16.3万讨论,9.2亿阅读,,0.993821,0.00617909,0.986269,2,"('积极',)"
217,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,真是的，看病买药的权利都没有，讨论美国堕胎权,2022-06-28,16.3万讨论,9.2亿阅读,,0.000476693,0.999523,0.998941,0,消极
218,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,哪有这种情况呀！,2022-06-28,16.3万讨论,9.2亿阅读,,0.0018072,0.998193,0.995984,0,消极
219,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,更可笑的是，决定这一个权利的竟然是四个男的。我不能理解。印证了一句话，听美国人治理国家，就跟听你的狗教你修理WIFI一样。,2022-06-27,16.3万讨论,9.2亿阅读,,7.44894e-06,0.999993,0.999983,0,消极
220,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,吃瓜要吃全，罗素韦德案安排上啊,2022-06-27,16.3万讨论,9.2亿阅读,,0.237426,0.762574,0.472387,0,消极
221,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,点赞了,2022-06-27,16.3万讨论,9.2亿阅读,,0.999984,1.62645e-05,0.999964,2,"('积极',)"
222,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,当初计划生育最严的时候，已经生出来的小孩直接摔死，月份很大的孕妇不顾生命危险就抓去强制堕胎，等出生率低的不行的时候，我们国家也这样禁止堕胎不是很合理吗？不然什么是社畜啊,2022-06-27,16.3万讨论,9.2亿阅读,,0.000515485,0.999485,0.998855,0,消极
223,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,事实是罗伊成了基督徒后 才反对堕胎。人需要诚实。,2022-06-27,16.3万讨论,9.2亿阅读,,0.00542135,0.994579,0.987953,0,消极
224,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,那是快生了好几个月了吧,2022-06-27,16.3万讨论,9.2亿阅读,,0.455624,0.544376,0.112488,1,消极
225,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,知道人类命运共同体嘛，到时候我们生育率低到不行肯定也这样，毕竟当年计划生育的时候也是不择手段,2022-06-27,16.3万讨论,9.2亿阅读,,0.0399146,0.960085,0.911301,0,消极
226,2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,拳拳一天天媚洋的  结果家被偷了,2022-06-27,16.3万讨论,9.2亿阅读,,0.00651079,0.993489,0.985532,0,消极
