rid,用户名称,话题名称,微博内容,发布时间,微博转发量,微博评论量,微博点赞,评论内容,评论时间,话题讨论数,话题阅读数,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,《中国香港》,06月28日 05:02,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,真是的，看病买药的权利都没有，讨论美国堕胎权,06月28日 04:33,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,哪有这种情况呀！,06月28日 03:08,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,更可笑的是，决定这一个权利的竟然是四个男的。我不能理解。印证了一句话，听美国人治理国家，就跟听你的狗教你修理WIFI一样。,06月27日 22:59,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,吃瓜要吃全，罗素韦德案安排上啊,06月27日 22:07,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,点赞了,06月27日 19:17,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,当初计划生育最严的时候，已经生出来的小孩直接摔死，月份很大的孕妇不顾生命危险就抓去强制堕胎，等出生率低的不行的时候，我们国家也这样禁止堕胎不是很合理吗？不然什么是社畜啊,06月27日 19:05,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,事实是罗伊成了基督徒后 才反对堕胎。人需要诚实。,06月27日 18:18,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,那是快生了好几个月了吧,06月27日 18:08,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,知道人类命运共同体嘛，到时候我们生育率低到不行肯定也这样，毕竟当年计划生育的时候也是不择手段,06月27日 18:06,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,拳拳一天天媚洋的  结果家被偷了,06月27日 17:39,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,现在就是已经成型的婴儿在你们眼里都不算人，可以随意杀死，堕掉胎儿。,06月27日 16:52,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,自由放纵过了头，也就成了胡作非为！,06月27日 16:43,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,如果对孩子都这么残忍，还有什么尊严可言,06月27日 14:34,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,那都是已经成型了的吧  你有见过刚怀上就成型的婴儿嘛,06月27日 14:11,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,弹幕得了吧，计划生育是啥又不是不知道，五十步笑百步,06月27日 12:30,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,禁止 是完全不该的,06月27日 12:19,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,作为女性更要保护好自己，此法案更具有警示作用，当然这法也存在一定的漏洞，譬如一刀切，女性受到侵犯怀孕所致堕胎权利,06月27日 11:56,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,最高法违反（推翻）立法，这是资本（选票）的胜利！这不就是人治吗？？？,06月27日 11:37,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,离婚冷静期是双方自愿去离婚才有这个冷静期，家暴不适用于这个，去诉讼离婚是没有冷静期的。,06月27日 10:20,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,不愧是男的说出来的话，站着说话不腰疼,06月27日 09:46,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,现在怎么样了呀？,06月27日 09:20,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,在美国使用手机只能使用iPhone三星华为手机荣耀手机中兴手机，OPPO手机vivo手机小米手机国内和东南亚国家能卖的印度卖的最多国产手机。,06月27日 09:16,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,那你不如成立一个福利院，满足你的生理缺陷,06月27日 09:12,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,应该换个小米,06月27日 08:51,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,有离婚冷静期，只要一方不想离就离不了。不管是家暴还是出轨，当然，出轨已经不能作为有效证据来证明夫妻双方关系破裂，也就不能作为离婚的证据了,06月27日 08:21,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,川普把这事儿当自己功劳，都上热搜了,06月27日 07:22,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,你生，你生108个,06月27日 06:51,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,分享,06月27日 06:28,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,判例法，海洋法系，有样学样。,06月27日 05:23,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,"这种肯定是可以堕胎的啊大兄弟……', '因为缺陷造成的原因本来就不在讨论范围内",06月27日 00:26,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,其实国内报道是有选择性的。美国国内支持禁止的不见得就比反对的少。这几天支持派天天上街庆祝，和反对派快打起来了,06月27日 00:23,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,这不一定，只有yd狭窄引起痛经的才有用,06月27日 00:14,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,又来了，这段话我已经看到好几条了，赚多少啊？又来故意挑起矛盾，真行，有钱一起赚嘛,06月27日 00:10,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,想听,06月26日 23:33,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,判决里声明了跨州堕胎违法。,06月26日 23:31,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,好的呢，男拳，都听你们的当然能成功,06月26日 23:28,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,不能,06月26日 23:20,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,合法渠道也不给堕，要么去非法机构，要么意外流产。,06月26日 23:17,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,没有特殊处理，要么生下来，要么去非法机构。,06月26日 23:17,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,生育权在于女人望周知,06月26日 22:46,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,1. 吸烟有害健康，请禁烟。 2.请告诉每一个强奸犯，他们伤害他人前，请深思熟虑。 3.请告诉每一个强奸犯，他们伤害他人前，请带套。 4.请支付每一个，迁居到堕胎合法的州的，（自身完全没能力和条件前往）女性的全部费用。 谢谢。,06月26日 22:12,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,杀人犯就是杀人犯，别在那狡辩，你们就是一群刽子手!,06月26日 22:10,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,你有见过细胞可以在肚子里面蹬妈妈肚皮的吗？,06月26日 22:09,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,请大家都了解没有子宫就没有发言权,06月26日 21:48,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489, 太可怕了 历史倒退,06月26日 20:58,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,我要在这条评论下问一下有没有人梯子？,06月26日 20:47,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,这么大的事，怎么没有女权组织出来发声？,06月26日 20:15,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,"卸膊操王者//', 总结到位', '最高法院并非禁止堕胎，而是权利下放//', 精釆！——美国格局是联邦+公司领主制，禁令下，1可跨州、2大公司如迪斯尼经济支持，个人堕胎权利有出口。3资本国家推卸主体责任最好的设计就是法条大法官+投票，这可以有效转移民众山呼海啸的情绪，避免政府不稳。",06月26日 20:11,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,风景线,06月26日 19:55,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,要不您生，他连婴儿都不算，只是一团细胞而已,06月26日 18:41,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,抱歉，我也不知道，但其他国家都施行那么多年都没放弃肯定有原因和利益在的。,06月26日 18:12,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489, …,06月26日 17:47,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,还是原来的问题？离婚为啥需要冷静？离了又不是不能结。大多数离婚都是深思熟虑的结果吧，冲动离婚的还是少数，凭什么大多数人要为少数人买单？,06月26日 17:47,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,不放过任何一个天才。冒昧问一下，你单身吗？,06月26日 14:56,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,正常家庭诞生的天才多了去了。不觉得自己的歪理挺可笑么,06月26日 14:51,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,不错，三权分立,06月26日 14:47,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,美剧《使女的故事》,06月26日 14:25,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,禁止堕胎是对女性最大的保护！全力支持,06月26日 13:53,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,而且可能使女性失去安身立命的工作，而且不被祝福出生的孩子就把他生出来就是对他的公平吗,06月26日 13:12,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,ghg，问问美国女性能不能帮你润？,06月26日 13:04,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,人性之恶是难以想象的,06月26日 12:32,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,骂你了吗？哦你来了，骂的就是你,06月26日 12:03,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,女拳闻着味就来了,06月26日 12:02,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,喔⊙ω⊙抱歉<(_ _)>,06月26日 11:50,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,你回错对象了,06月26日 11:49,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,你搁这儿买彩票呢,06月26日 11:43,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,那是你觉得！如果什么事情都像你认为的那样，那不乱套了？,06月26日 11:29,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,虽然不会跟你有交集，但希望你说到做到，为广大女性同胞做一个现实的榜样，别忘了对自己亲爹也要敬而远之哦,06月26日 11:24,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,支持反堕胎法案。,06月26日 11:20,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,你好能舔啊,06月26日 11:13,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,美国有格局？,06月26日 11:08,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,历史倒退！,06月26日 11:05,16.3万讨论,9.2亿阅读,
2,王冰汝,#美国最高法院取消宪法规定的堕胎权#,#美国最高法院取消宪法规定的堕胎权# 这一判决并非是禁止堕胎，那它对美国究竟意味着什么？新鲜出炉的一期视频，从什么是罗诉韦德案开始讲起！,2022/6/25,1434,1377,23489,如果在允许的时间过后才检查出胎死腹中呢？先天性缺陷呢？这对不能打胎的夫妻来说，真是件糟糕的事情。,06月26日 10:56,16.3万讨论,9.2亿阅读,
